cohort,profile_encoder,split_id,roc_auc,pr_auc,sensitivity,specificity,balanced_accuracy,ppv,npv,brier_score,log_loss,calibration_intercept,calibration_slope,threshold_target,true_positives,true_negatives,false_positives,false_negatives
common,raw100,10,0.8195488721804511,0.6530965882856639,0.9285714285714286,0.47368421052631576,0.7011278195488722,0.5652173913043478,0.9,0.17397689929827706,0.5613105265230183,-0.39061376103882006,0.7584039639097393,0.2344816188186525,13,9,10,1
common,raw100,11,0.6912280701754386,0.6503084414646281,0.8666666666666667,0.3157894736842105,0.5912280701754387,0.5,0.75,0.24508018509093515,0.7386859961531824,-0.31449205799364094,0.3967613137685833,0.30051748508138465,13,6,13,2
common,raw100,12,0.7030075187969925,0.6681092669754589,0.6428571428571429,0.631578947368421,0.637218045112782,0.5625,0.7058823529411765,0.2265069632657463,0.6980840414088644,0.01784501737625436,0.4435455963877987,0.2927836394761078,9,12,7,5
common,raw100,13,0.6165413533834587,0.587372069786666,0.8571428571428571,0.21052631578947367,0.5338345864661653,0.4444444444444444,0.6666666666666666,0.2698906140785913,0.7549613540778635,-0.3627700315186663,0.3428237334847422,0.2460121447448459,12,4,15,2
common,raw100,14,0.6367521367521367,0.589384223203852,0.7692307692307693,0.2777777777777778,0.5235042735042735,0.43478260869565216,0.625,0.2474125986832646,0.7159618198117633,-0.26610108263356674,0.3720316805272249,0.29486306787962285,10,5,13,3
common,raw100,15,0.7896825396825397,0.7872118291761149,0.8571428571428571,0.4444444444444444,0.6507936507936507,0.5454545454545454,0.8,0.18103723102907682,0.547541395591199,-0.21975377391505865,0.8298322595678111,0.25448611820502154,12,8,10,2
common,raw100,16,0.6165413533834587,0.4819872550909703,0.9285714285714286,0.42105263157894735,0.674812030075188,0.5416666666666666,0.8888888888888888,0.2713333479961504,0.8356245495628486,-0.36428180306766933,0.237266918896405,0.27967378491737993,13,8,11,1
common,raw100,17,0.6703703703703704,0.6244565780012004,0.9333333333333333,0.3333333333333333,0.6333333333333333,0.5384615384615384,0.8571428571428571,0.23267148872100601,0.6654163684215469,-0.168204161050179,0.5740768021017814,0.267356521554322,14,6,12,1
common,raw100,18,0.7406015037593985,0.6800709971837118,0.7857142857142857,0.5789473684210527,0.6823308270676691,0.5789473684210527,0.7857142857142857,0.20570025357401991,0.6043777819865255,-0.07362187999395856,0.5685910755013938,0.32614085835841167,11,11,8,3
common,raw100,19,0.6115384615384616,0.5507173246215669,0.6153846153846154,0.55,0.5826923076923077,0.47058823529411764,0.6875,0.2724300007168026,0.8372294966519653,-0.3420218635124232,0.1817865491536607,0.3296253900331172,8,11,9,5
common,raw100,20,0.6464285714285715,0.49210501744557467,0.8571428571428571,0.4,0.6285714285714286,0.5,0.8,0.26047620348401346,0.7794491067485666,-0.3199557485209877,0.29888644404525766,0.29349599461526277,12,8,12,2
common,raw100,21,0.6468253968253969,0.6678794295495976,0.7142857142857143,0.5555555555555556,0.6349206349206349,0.5555555555555556,0.7142857142857143,0.23028109177067624,0.6651231092118116,0.09111726930190804,0.5332167496591902,0.2853326752838395,10,10,8,4
common,raw100,22,0.6203007518796992,0.5588605284771251,0.7142857142857143,0.3157894736842105,0.5150375939849624,0.43478260869565216,0.6,0.26805788573207434,0.8320418397226386,-0.2950702884586528,0.11998480069741495,0.2947344003941823,10,6,13,4
common,raw100,23,0.6150793650793651,0.6042951581853184,0.7857142857142857,0.3333333333333333,0.5595238095238095,0.4782608695652174,0.6666666666666666,0.27237288352809597,0.7701500917044554,-0.27665537952894653,0.31073742772377566,0.33008574013627645,11,6,12,3
common,raw100,24,0.7481203007518797,0.7271764579957857,0.9285714285714286,0.3684210526315789,0.6484962406015038,0.52,0.875,0.22088038596605852,0.6354107106968204,-0.40850005426487546,0.6164878803390813,0.25816696698662034,13,7,12,1
common,raw100,25,0.6944444444444445,0.6646452966284174,0.7857142857142857,0.3333333333333333,0.5595238095238095,0.4782608695652174,0.6666666666666666,0.22921449324268736,0.6993066469496694,-0.14649058504592552,0.4290284736863908,0.2565333902301778,11,6,12,3
common,raw100,26,0.7781954887218046,0.7048279478677725,1.0,0.3157894736842105,0.6578947368421053,0.5185185185185185,1.0,0.1926638383974675,0.5711904644938739,-0.3274355606654993,0.6862978206309535,0.21941909559783754,14,6,13,0
common,raw100,27,0.6,0.5422141727223816,0.7333333333333333,0.3181818181818182,0.5257575757575758,0.4230769230769231,0.6363636363636364,0.2650417036768642,0.7427071374209472,-0.2883614650877137,0.30030765814177296,0.24705843536734493,11,7,15,4
common,raw100,28,0.7394957983193278,0.6531754732318642,0.9285714285714286,0.5294117647058824,0.7289915966386555,0.6190476190476191,0.9,0.21385800914369843,0.6102092056761576,0.055183451928663814,0.6052766306380236,0.24690443246867003,13,9,8,1
common,raw100,29,0.7307692307692308,0.683464598771504,1.0,0.3333333333333333,0.6666666666666666,0.52,1.0,0.21964801812734192,0.6251363846869019,-0.5013625686065026,0.8088852097409666,0.28218177816779993,13,6,12,0
common,raw100,30,0.7593984962406015,0.6492764695744572,1.0,0.3157894736842105,0.6578947368421053,0.5185185185185185,1.0,0.203482404176382,0.5975106068198973,-0.6641952681644608,0.9657347499526224,0.25518635524352734,14,6,13,0
common,raw100,31,0.5964912280701755,0.5266105191105191,0.7333333333333333,0.5263157894736842,0.6298245614035087,0.55,0.7142857142857143,0.26995141455604443,0.7583101499746742,-0.19982127146637657,0.3240452062545519,0.3575318910647213,11,10,9,4
common,raw100,32,0.7706766917293233,0.7575089387897269,0.9285714285714286,0.42105263157894735,0.674812030075188,0.5416666666666666,0.8888888888888888,0.19839293233689076,0.5659030201445037,-0.4215591698095954,0.9257644827453761,0.30043730102859295,13,8,11,1
common,raw100,33,0.5992063492063492,0.5891405953062229,0.6428571428571429,0.5,0.5714285714285714,0.5,0.6428571428571429,0.26823642576746004,0.7902993115728503,-0.11527985953424258,0.23730550681738896,0.366390093913236,9,9,9,5
common,raw100,34,0.6720647773279352,0.5833733560406988,0.6923076923076923,0.631578947368421,0.6619433198380567,0.5625,0.75,0.2322354278770784,0.6929359355233289,-0.17232911399182962,0.41860210693393574,0.3135658167213627,9,12,7,4
common,raw100,35,0.6392857142857142,0.4767930861257929,0.8571428571428571,0.45,0.6535714285714286,0.5217391304347826,0.8181818181818182,0.261395422816106,0.7688459298757725,-0.33403139292667133,0.3118146031409313,0.283729615131142,12,9,11,2
common,raw100,36,0.7261904761904763,0.7116252725324054,0.9285714285714286,0.4444444444444444,0.6865079365079365,0.5652173913043478,0.8888888888888888,0.21255506415451253,0.6208018356359712,-0.26899830916361916,0.7413505452261075,0.3290665193623087,13,8,10,1
common,raw100,37,0.6825396825396827,0.6719270431146636,0.7857142857142857,0.3888888888888889,0.5873015873015873,0.5,0.7,0.24039665546330324,0.7065166165643142,-0.15504137595115458,0.4084716596205753,0.2848887546183807,11,7,11,3
common,raw100,38,0.8015873015873016,0.8013686717719417,0.9285714285714286,0.3888888888888889,0.6587301587301587,0.5416666666666666,0.875,0.17771939668677011,0.5366512054766512,-0.024446590776167863,1.0920785673040265,0.23763792540820433,13,7,11,1
common,raw100,39,0.6285714285714286,0.5556574300409488,0.9285714285714286,0.25,0.5892857142857143,0.4642857142857143,0.8333333333333334,0.25306371126725913,0.7021299957577862,-0.2799805425624724,0.39920857958398287,0.2667066026415544,13,5,15,1
common,raw100,40,0.772108843537415,0.6627055931779433,0.8571428571428571,0.19047619047619047,0.5238095238095237,0.41379310344827586,0.6666666666666666,0.2293445170197116,0.6644907214018165,-0.6877940256457012,0.6996659282337452,0.2679852320608412,12,4,17,2
common,raw100,41,0.5753968253968254,0.5510666828580185,0.6428571428571429,0.5,0.5714285714285714,0.5,0.6428571428571429,0.304344988033178,0.8730510596334653,-0.17768126114124363,0.19674865249902868,0.39401887767978555,9,9,9,5
common,raw100,42,0.6592592592592593,0.5560849738496798,0.8,0.4444444444444444,0.6222222222222222,0.5454545454545454,0.7272727272727273,0.2569109527918024,0.8148816470928155,-0.22387462743722,0.2409254157573419,0.2829854014317848,12,8,10,3
common,raw100,43,0.8134920634920635,0.8470554405337014,0.7857142857142857,0.5555555555555556,0.6706349206349207,0.5789473684210527,0.7692307692307693,0.17731056888200689,0.5438421617375551,0.38466246510060087,1.0338310201396903,0.2542873176584131,11,10,8,3
common,raw100,44,0.5708502024291499,0.4710485121807134,0.8461538461538461,0.2631578947368421,0.5546558704453441,0.44,0.7142857142857143,0.277599614293219,0.7551157875768374,-0.3067983403951049,0.22575176014076717,0.23160266077764546,11,5,14,2
common,raw100,45,0.6547619047619048,0.5368537632444282,0.9285714285714286,0.2777777777777778,0.6031746031746033,0.5,0.8333333333333334,0.23532853670333875,0.6771953604281818,-0.34744209218523503,0.5829134630224108,0.26099894748137603,13,5,13,1
common,raw100,46,0.5366666666666666,0.458139734070962,0.7333333333333333,0.4,0.5666666666666667,0.4782608695652174,0.6666666666666666,0.2997006191093661,0.8487174912347341,-0.24042427650734732,0.11282226803288123,0.33128838697576096,11,8,12,4
common,raw100,47,0.6666666666666667,0.6388704872630055,0.7142857142857143,0.5555555555555556,0.6349206349206349,0.5555555555555556,0.7142857142857143,0.2428865091827942,0.7297587771771303,-0.012769635222886773,0.38396441208552123,0.28885726219149604,10,10,8,4
common,raw100,48,0.6642857142857144,0.5602651906057479,0.8571428571428571,0.55,0.7035714285714285,0.5714285714285714,0.8461538461538461,0.24299705890767634,0.68887756260415,-0.3519482467977236,0.46150437959902324,0.37501360598313427,12,11,9,2
common,raw100,49,0.8418803418803419,0.8568986568986567,0.9230769230769231,0.4444444444444444,0.6837606837606838,0.5454545454545454,0.8888888888888888,0.15753934205557588,0.47564173688852196,-0.2595162318606709,1.1112332478114826,0.2465344795178873,12,8,10,1
common,raw100,50,0.746031746031746,0.6539151579777601,0.9285714285714286,0.4444444444444444,0.6865079365079365,0.5652173913043478,0.8888888888888888,0.2115458326947662,0.6233680462606386,-0.1671399021625464,0.5915754228562772,0.26549253551498925,13,8,10,1
common,raw100,51,0.6848739495798319,0.5735471382606621,0.8571428571428571,0.5294117647058824,0.6932773109243697,0.6,0.8181818181818182,0.2355397094281324,0.7341076052405813,-0.11223626652302551,0.3563737641654791,0.28205392492208786,12,9,8,2
common,raw100,52,0.7272727272727273,0.6510402743697674,0.7857142857142857,0.4090909090909091,0.5974025974025974,0.4583333333333333,0.75,0.21792620662597187,0.6304637366293995,-0.40189802052862006,0.5725583474777791,0.27792857097443296,11,9,13,3
common,raw100,53,0.6626984126984127,0.6453930701137078,0.7142857142857143,0.3888888888888889,0.5515873015873016,0.47619047619047616,0.6363636363636364,0.24634932769439125,0.6962288182762866,-0.14558451175660317,0.43443479901170895,0.30056330321906816,10,7,11,4
common,raw100,54,0.7105263157894737,0.6325816709745281,0.8571428571428571,0.3157894736842105,0.5864661654135338,0.48,0.75,0.2239582011473886,0.6346556284865837,-0.30255750106136126,0.6180025993825038,0.22041549425280854,12,6,13,2
common,raw100,55,0.83,0.7149841094577937,1.0,0.4,0.7,0.5555555555555556,1.0,0.16492626764031038,0.5107634741932262,-0.29509101822376177,0.8201817221558441,0.23083789237566352,15,8,12,0
common,raw100,56,0.6848739495798319,0.714686750719768,0.7142857142857143,0.47058823529411764,0.592436974789916,0.5263157894736842,0.6666666666666666,0.2499642207574022,0.7544645132174158,-0.08894453239148094,0.3369614347141136,0.29193298007917856,10,8,9,4
common,raw100,57,0.5678571428571428,0.521441479630334,0.9285714285714286,0.25,0.5892857142857143,0.4642857142857143,0.8333333333333334,0.27232870310594665,0.7599499239680386,-0.35115436486910817,0.23758297608111295,0.3123311490116925,13,5,15,1
common,raw100,58,0.6349206349206349,0.5299541966545072,0.9285714285714286,0.2777777777777778,0.6031746031746033,0.5,0.8333333333333334,0.2609438896471851,0.7383746602411116,-0.2807766425761345,0.3592845446115792,0.24635901608536578,13,5,13,1
common,raw100,59,0.7449392712550608,0.7193260736247162,0.8461538461538461,0.3684210526315789,0.6072874493927125,0.4782608695652174,0.7777777777777778,0.21125577346749802,0.6065163036847312,-0.2765108967464164,0.6731914359012032,0.2273401309456893,11,7,12,2
common,raw100,60,0.611764705882353,0.5381758002346237,0.8666666666666667,0.35294117647058826,0.6098039215686275,0.5416666666666666,0.75,0.26930590601874993,0.7702568448533236,-0.13294107021254598,0.30200525970550157,0.3250482894683395,13,6,11,2
common,raw100,61,0.6278195488721804,0.6485594150099043,0.6428571428571429,0.5263157894736842,0.5845864661654135,0.5,0.6666666666666666,0.2670599745740678,0.8039811732440562,-0.18479099362636,0.24846775114000877,0.33176490790333557,9,10,9,5
common,raw100,62,0.7105263157894737,0.61792206663416,0.9285714285714286,0.3684210526315789,0.6484962406015038,0.52,0.875,0.21883918188664161,0.6230941841532593,-0.06580148414423234,0.6119853495461077,0.27423035224293385,13,7,12,1
common,raw100,63,0.7107142857142856,0.5887173575723995,0.9285714285714286,0.35,0.6392857142857142,0.5,0.875,0.2200828531729851,0.6627617366290358,-0.3709397408274336,0.5560164256565481,0.2376764884580956,13,7,13,1
common,raw100,64,0.7246963562753036,0.7556721653117313,0.6923076923076923,0.3684210526315789,0.5303643724696356,0.42857142857142855,0.6363636363636364,0.22432496192980517,0.6910561547952496,-0.261069135196985,0.4174786664221595,0.3295121823954174,9,7,12,4
common,raw100,65,0.6468253968253967,0.5478605860286965,0.9285714285714286,0.3888888888888889,0.6587301587301587,0.5416666666666666,0.875,0.2466648708969848,0.6917277218440767,-0.2217722741344573,0.46408787074555063,0.2557243216125558,13,7,11,1
common,raw100,66,0.6566666666666666,0.5865528866844656,0.8,0.6,0.7,0.6,0.8,0.2564973955311145,0.8209410805482275,-0.27801497057307206,0.23783140655765272,0.3796574481831402,12,12,8,3
common,raw100,67,0.6090225563909776,0.586420826350113,0.7142857142857143,0.2631578947368421,0.4887218045112782,0.4166666666666667,0.5555555555555556,0.2739649723639326,0.8630679266632818,-0.25534470544510846,0.10041480887059429,0.25068303809742115,10,5,14,4
common,raw100,68,0.7773109243697479,0.7474716202270381,1.0,0.35294117647058826,0.6764705882352942,0.56,1.0,0.1914361381697573,0.5507210621145865,-0.5918866226534837,0.9765934908876757,0.22884927762390164,14,6,11,0
common,raw100,69,0.5923076923076922,0.5541929568016524,0.5384615384615384,0.5,0.5192307692307692,0.4117647058823529,0.625,0.28924990077231727,0.8019749698370551,-0.33364557087990737,0.23150327025726905,0.35133426060212636,7,10,10,6
common,raw100,70,0.687719298245614,0.6018132267028702,0.8,0.47368421052631576,0.6368421052631579,0.5454545454545454,0.75,0.24393858696099002,0.7041268474903107,-0.13997108005360304,0.4225574823183409,0.3406388019347167,12,9,10,3
common,raw100,71,0.6825396825396826,0.6971406511322478,0.7857142857142857,0.5,0.6428571428571428,0.55,0.75,0.2521198515973304,0.7708208523088604,-0.23491434055780425,0.328417963346841,0.25178887241968034,11,9,9,3
common,raw100,72,0.6309523809523809,0.6431999565458212,0.7857142857142857,0.3333333333333333,0.5595238095238095,0.4782608695652174,0.6666666666666666,0.27344114189105884,0.7712640280655182,-0.26717098952338,0.3210982545370863,0.28276677687498813,11,6,12,3
common,raw100,73,0.5035714285714286,0.42711481600429985,0.5714285714285714,0.3,0.4357142857142857,0.36363636363636365,0.5,0.33378604843287535,0.9179570790194669,-0.3583210463744068,-0.006754570316681811,0.28383830332306603,8,6,14,6
common,raw100,74,0.757085020242915,0.6407178683288679,1.0,0.42105263157894735,0.7105263157894737,0.5416666666666666,1.0,0.19936703956721444,0.5711684142781204,-0.06952139458202114,0.873941554418325,0.24186819578473903,13,8,11,0
common,raw100,75,0.7180451127819549,0.6933148531362817,0.8571428571428571,0.3684210526315789,0.612781954887218,0.5,0.7777777777777778,0.22512295982051453,0.6504793488688339,-0.293559502825814,0.6667381336980992,0.313061684211264,12,7,12,2
common,raw100,76,0.746031746031746,0.7024123641604845,0.8571428571428571,0.3888888888888889,0.623015873015873,0.5217391304347826,0.7777777777777778,0.214773961714106,0.6200216507172472,-0.2926914024312757,0.6563770638207034,0.27861049023891427,12,7,11,2
common,raw100,77,0.5859649122807018,0.5051292343246366,0.8,0.3684210526315789,0.5842105263157895,0.5,0.7,0.2775923145324877,0.7807331700364271,-0.1813907275847927,0.23134981735234367,0.2718837119790614,12,7,12,3
common,raw100,78,0.7706766917293233,0.6364776330112465,0.9285714285714286,0.5263157894736842,0.7274436090225564,0.5909090909090909,0.9090909090909091,0.20194673231206423,0.602218530110355,-0.5296063356714185,0.7423005177878831,0.31155881087514153,13,10,9,1
common,raw100,79,0.7732793522267206,0.6936591186591187,0.7692307692307693,0.6842105263157895,0.7267206477732794,0.625,0.8125,0.19880927473089674,0.609679163045983,0.007501980751618987,0.6161055954110412,0.29721183295387515,10,13,6,3
common,raw100,80,0.7178571428571429,0.630918148758706,0.9285714285714286,0.45,0.6892857142857143,0.5416666666666666,0.9,0.21802456311805363,0.6293726716134644,-0.265160103344875,0.5809407158251065,0.2691862512344516,13,9,11,1
common,raw100,81,0.6260504201680672,0.666429756079574,0.7142857142857143,0.35294117647058826,0.5336134453781513,0.47619047619047616,0.6,0.2562522174253592,0.7918384646219844,-0.08139747544349818,0.25725140742041935,0.22504259109606406,10,6,11,4
common,raw100,82,0.6561403508771929,0.6535544332210997,0.9333333333333333,0.05263157894736842,0.49298245614035086,0.4375,0.5,0.2714109455248436,0.7460530362861201,-0.6493487314135258,0.6088112292756377,0.33394442863533297,14,1,18,1
common,raw100,83,0.775,0.6018463619652253,0.9285714285714286,0.55,0.7392857142857143,0.5909090909090909,0.9166666666666666,0.2016378521181945,0.6108673862124954,-0.19762679609797384,0.6042834013394727,0.27472444385297085,13,11,9,1
common,raw100,84,0.6538461538461539,0.5413790577525991,0.9230769230769231,0.4444444444444444,0.6837606837606838,0.5454545454545454,0.8888888888888888,0.25134850028366185,0.6937683211236088,-0.1211378694932316,0.42087892997954673,0.2556965992612152,12,8,10,1
common,raw100,85,0.6321428571428571,0.5549407641844616,0.7142857142857143,0.55,0.6321428571428571,0.5263157894736842,0.7333333333333333,0.2618505666915713,0.7718005758588008,-0.21575459221894788,0.28626098619088813,0.26665405703641104,10,11,9,4
common,raw100,86,0.4880952380952381,0.49026032029791433,0.6428571428571429,0.3333333333333333,0.48809523809523814,0.42857142857142855,0.5454545454545454,0.333046696118222,0.9346768560988595,-0.23815297254022844,0.03870306279945302,0.2655646810200973,9,6,12,5
common,raw100,87,0.6535714285714286,0.5194132185037758,0.8571428571428571,0.45,0.6535714285714286,0.5217391304347826,0.8181818181818182,0.2560369423771026,0.7514484340145594,-0.40717147934593223,0.3565954790177519,0.31730841806043997,12,9,11,2
common,raw100,88,0.6848739495798319,0.674719839626672,0.7142857142857143,0.47058823529411764,0.592436974789916,0.5263157894736842,0.6666666666666666,0.24138168745388616,0.720647471978616,-0.12340629034388768,0.39316816440006086,0.33323680396796307,10,8,9,4
common,raw100,89,0.7255639097744362,0.7576505174719459,0.9285714285714286,0.2631578947368421,0.5958646616541353,0.48148148148148145,0.8333333333333334,0.20726400858688881,0.5871540128390802,-0.2397002815313316,0.8964449106975857,0.2573522736235859,13,5,14,1
common,raw100,90,0.6804511278195489,0.556408944964002,0.9285714285714286,0.47368421052631576,0.7011278195488722,0.5652173913043478,0.9,0.23113818005722342,0.6878483678559394,-0.2527938490608914,0.4558045763019977,0.33536257145543885,13,9,10,1
common,raw100,91,0.6587301587301587,0.6422283074068789,0.7142857142857143,0.4444444444444444,0.5793650793650793,0.5,0.6666666666666666,0.24901749016643884,0.7184041364666827,-0.021525132006696077,0.39014791898537626,0.22812566043592988,10,8,10,4
common,raw100,92,0.6680672268907563,0.6743003028717315,0.7142857142857143,0.5294117647058824,0.6218487394957983,0.5555555555555556,0.6923076923076923,0.27065270606591685,0.8145684708177271,-0.052720695585960334,0.2841971825805363,0.23073754279609285,10,9,8,4
common,raw100,93,0.6631578947368421,0.6087288120376355,0.9333333333333333,0.10526315789473684,0.5192982456140351,0.45161290322580644,0.6666666666666666,0.2568932250134594,0.721551609820505,-0.5078126867589515,0.5579138358911656,0.2735203074200013,14,2,17,1
common,raw100,94,0.6373626373626374,0.5493295543069299,1.0,0.19047619047619047,0.5952380952380952,0.43333333333333335,1.0,0.26005150205414534,0.7198408644188729,-0.54561650086533,0.44551422082026926,0.2140969319396911,13,4,17,0
common,raw100,95,0.7105263157894737,0.7085979329126477,0.8571428571428571,0.15789473684210525,0.5075187969924811,0.42857142857142855,0.6,0.22234510931400314,0.6393068271759775,-0.21123083154488523,0.8052288399709066,0.28521310111127035,12,3,16,2
common,raw100,96,0.7817460317460317,0.7401290540539718,1.0,0.3333333333333333,0.6666666666666666,0.5384615384615384,1.0,0.1851352214249636,0.5330942987730954,-0.01162968607775938,1.0770284785924824,0.23735645447198045,14,6,12,0
common,raw100,97,0.5912698412698413,0.5273407505719785,0.7857142857142857,0.3888888888888889,0.5873015873015873,0.5,0.7,0.28805943110656596,0.9192353292454989,-0.25641081305710184,0.08997402853672128,0.2827552109448788,11,7,11,3
common,raw100,98,0.6000000000000001,0.5339804297491769,0.8,0.2631578947368421,0.531578947368421,0.46153846153846156,0.625,0.2801354956286652,0.7810903340811359,-0.21658970084024187,0.28593034486227,0.2877825255499006,12,5,14,3
common,raw100,99,0.6346153846153846,0.5765999168109661,0.7692307692307693,0.45,0.6096153846153847,0.47619047619047616,0.75,0.29178131228070864,0.8118824871258913,-0.4360029636596786,0.29187613716031213,0.29093888300697285,10,9,11,3
common,raw256,0,0.8,0.7006281388862033,0.8666666666666667,0.6190476190476191,0.7428571428571429,0.6190476190476191,0.8666666666666667,0.18281270802586547,0.5505219884138941,-0.37468085233950754,0.7848835661060969,0.42870271214125555,13,13,8,2
common,raw256,1,0.5277777777777778,0.5458708402882744,0.5714285714285714,0.3333333333333333,0.45238095238095233,0.4,0.5,0.3389983956845565,1.0223143814330509,-0.21519393479144697,0.11395547615229251,0.2970893169999337,8,6,12,6
common,raw256,2,0.7521008403361344,0.7462022118789036,0.5714285714285714,0.8235294117647058,0.6974789915966386,0.7272727272727273,0.7,0.23044431395402817,0.7315727087863426,0.2576217890139386,0.44276912469843416,0.5254328471866738,8,14,3,6
common,raw256,3,0.5451127819548872,0.5647220861335311,0.6428571428571429,0.47368421052631576,0.5582706766917294,0.47368421052631576,0.6428571428571429,0.3467420930584182,1.038135384084008,-0.30710010887820943,0.005647574575820684,0.5398941328788442,9,9,10,5
common,raw256,4,0.5222672064777328,0.528254103755776,0.38461538461538464,0.7368421052631579,0.5607287449392713,0.5,0.6363636363636364,0.31680083672252246,0.9334042193207652,-0.2734732687851333,0.12878422958271918,0.4876242861159906,5,14,5,8
common,raw256,5,0.5674603174603174,0.496915784548273,0.6428571428571429,0.6111111111111112,0.626984126984127,0.5625,0.6875,0.2969844866150731,0.9726405854676917,-0.25020839107205806,0.019263217054075736,0.5387275166353435,9,11,7,5
common,raw256,6,0.6353383458646616,0.6471355677782304,0.5714285714285714,0.7368421052631579,0.6541353383458646,0.6153846153846154,0.7,0.25616003716081154,0.882344738657388,-0.09163908908738105,0.24476839432448425,0.35753955935713494,8,14,5,6
common,raw256,7,0.6785714285714286,0.703604125410848,0.5714285714285714,0.6111111111111112,0.5912698412698413,0.5333333333333333,0.6470588235294118,0.2677529015993481,0.7671560958561671,-0.2221088874907692,0.33685217715469906,0.48137210741935504,8,11,7,6
common,raw256,8,0.6105263157894737,0.6434013780241851,0.4666666666666667,0.7368421052631579,0.6017543859649123,0.5833333333333334,0.6363636363636364,0.2882987167240921,0.9200187293068086,-0.06636203365652854,0.20343925199269156,0.4650760327473547,7,14,5,8
common,raw256,9,0.676923076923077,0.566377658016454,0.6923076923076923,0.55,0.6211538461538462,0.5,0.7333333333333333,0.2783878272572645,0.8281546531706496,-0.49769629407952914,0.3082408814725763,0.5568221314008577,9,11,9,4
common,raw256,10,0.8195488721804511,0.6980376348797401,0.8571428571428571,0.5789473684210527,0.7180451127819549,0.6,0.8461538461538461,0.1882017576933659,0.6001232468764974,-0.440803470332925,0.5836849447955172,0.366604654232187,12,11,8,2
common,raw256,11,0.631578947368421,0.6699775096971639,0.8,0.3684210526315789,0.5842105263157895,0.5,0.7,0.32172664774364435,0.9530850869333939,-0.3338282400316143,0.20676954587705051,0.3737277819719049,12,7,12,3
common,raw256,12,0.575187969924812,0.523051443215967,0.35714285714285715,0.7894736842105263,0.5733082706766918,0.5555555555555556,0.625,0.29656195286112447,0.9097164117443571,-0.15504719171689363,0.15495202866746735,0.41802649023436433,5,15,4,9
common,raw256,13,0.6390977443609023,0.5842789358852756,0.6428571428571429,0.5263157894736842,0.5845864661654135,0.5,0.6666666666666666,0.2735920505002048,0.7944190125237702,-0.3043387260060341,0.29421555323508114,0.5270112329921223,9,10,9,5
common,raw256,14,0.5341880341880342,0.459869511115908,0.5384615384615384,0.5,0.5192307692307692,0.4375,0.6,0.31631686514649643,0.9407206406684426,-0.2920977852135368,0.06041593570577332,0.33993139836903646,7,9,9,6
common,raw256,15,0.7142857142857143,0.7468604206100818,0.6428571428571429,0.8888888888888888,0.7658730158730158,0.8181818181818182,0.7619047619047619,0.2067808963073719,0.6520208400639672,-0.03189260332387309,0.5086601691643525,0.4332179887964262,9,16,2,5
