cohort,profile_encoder,reference_encoder,split_id,repeat_id,fold_id,metric,delta
common,fpca256_4,raw100,69,13,4,specificity,-0.15000000000000002
common,fpca256_4,raw100,70,14,0,roc_auc,-0.021052631578947212
common,fpca256_4,raw100,70,14,0,sensitivity,0.06666666666666665
common,fpca256_4,raw100,70,14,0,specificity,-0.3684210526315789
common,fpca256_4,raw100,71,14,1,roc_auc,-0.003968253968253954
common,fpca256_4,raw100,71,14,1,sensitivity,0.0714285714285714
common,fpca256_4,raw100,71,14,1,specificity,-0.2777777777777778
common,fpca256_4,raw100,72,14,2,roc_auc,-0.1071428571428572
common,fpca256_4,raw100,72,14,2,sensitivity,0.2142857142857143
common,fpca256_4,raw100,72,14,2,specificity,-0.2222222222222222
common,fpca256_4,raw100,73,14,3,roc_auc,0.09642857142857142
common,fpca256_4,raw100,73,14,3,sensitivity,0.4285714285714286
common,fpca256_4,raw100,73,14,3,specificity,-0.19999999999999998
common,fpca256_4,raw100,74,14,4,roc_auc,0.01619433198380571
common,fpca256_4,raw100,74,14,4,sensitivity,-0.07692307692307687
common,fpca256_4,raw100,74,14,4,specificity,-0.21052631578947367
common,fpca256_4,raw100,75,15,0,roc_auc,-0.10526315789473684
common,fpca256_4,raw100,75,15,0,sensitivity,0.07142857142857151
common,fpca256_4,raw100,75,15,0,specificity,-0.2631578947368421
common,fpca256_4,raw100,76,15,1,roc_auc,-0.07936507936507942
common,fpca256_4,raw100,76,15,1,sensitivity,0.07142857142857151
common,fpca256_4,raw100,76,15,1,specificity,-0.2777777777777778
common,fpca256_4,raw100,77,15,2,roc_auc,0.09122807017543866
common,fpca256_4,raw100,77,15,2,sensitivity,0.06666666666666665
common,fpca256_4,raw100,77,15,2,specificity,-0.3157894736842105
common,fpca256_4,raw100,78,15,3,roc_auc,0.026315789473684292
common,fpca256_4,raw100,78,15,3,sensitivity,0.0714285714285714
common,fpca256_4,raw100,78,15,3,specificity,-0.3157894736842105
common,fpca256_4,raw100,79,15,4,roc_auc,-0.08906882591093113
common,fpca256_4,raw100,79,15,4,sensitivity,0.07692307692307687
common,fpca256_4,raw100,79,15,4,specificity,-0.26315789473684215
common,fpca256_4,raw100,80,16,0,roc_auc,-0.1607142857142857
common,fpca256_4,raw100,80,16,0,sensitivity,0.0
common,fpca256_4,raw100,80,16,0,specificity,-0.45
common,fpca256_4,raw100,81,16,1,roc_auc,0.08823529411764708
common,fpca256_4,raw100,81,16,1,sensitivity,0.0714285714285714
common,fpca256_4,raw100,81,16,1,specificity,0.0
common,fpca256_4,raw100,82,16,2,roc_auc,-0.014035087719298178
common,fpca256_4,raw100,82,16,2,sensitivity,0.06666666666666665
common,fpca256_4,raw100,82,16,2,specificity,0.10526315789473684
common,fpca256_4,raw100,83,16,3,roc_auc,-0.010714285714285676
common,fpca256_4,raw100,83,16,3,sensitivity,0.0
common,fpca256_4,raw100,83,16,3,specificity,-0.35000000000000003
common,fpca256_4,raw100,84,16,4,roc_auc,0.08974358974358976
common,fpca256_4,raw100,84,16,4,sensitivity,0.07692307692307687
common,fpca256_4,raw100,84,16,4,specificity,-0.2777777777777778
