profile_encoder,scope,split_id,component,explained_variance_ratio,cumulative_explained_variance_ratio
fpca256_4,outer_fold,29,3,0.0333384658573542,0.9312854009364686
fpca256_4,outer_fold,29,4,0.017124995470594064,0.9484103964070627
fpca256_4,outer_fold,30,1,0.6263637738873737,0.6263637738873737
fpca256_4,outer_fold,30,2,0.26289996820231487,0.8892637420896886
fpca256_4,outer_fold,30,3,0.03617878271418517,0.9254425248038738
fpca256_4,outer_fold,30,4,0.019921820898649346,0.9453643457025231
fpca256_4,outer_fold,31,1,0.6271313800164047,0.6271313800164047
fpca256_4,outer_fold,31,2,0.2666356961288274,0.8937670761452321
fpca256_4,outer_fold,31,3,0.036126350484880915,0.929893426630113
fpca256_4,outer_fold,31,4,0.016722323374836007,0.946615750004949
fpca256_4,outer_fold,32,1,0.5972761255405402,0.5972761255405402
fpca256_4,outer_fold,32,2,0.289548396678384,0.8868245222189242
fpca256_4,outer_fold,32,3,0.03615374179021436,0.9229782640091385
fpca256_4,outer_fold,32,4,0.01896056781434565,0.9419388318234841
fpca256_4,outer_fold,33,1,0.6215028618979435,0.6215028618979435
fpca256_4,outer_fold,33,2,0.27406594756217906,0.8955688094601225
fpca256_4,outer_fold,33,3,0.035351534161957486,0.93092034362208
fpca256_4,outer_fold,33,4,0.017549314902997406,0.9484696585250774
fpca256_4,outer_fold,34,1,0.6607383838426787,0.6607383838426787
fpca256_4,outer_fold,34,2,0.2360620501899331,0.8968004340326118
fpca256_4,outer_fold,34,3,0.034073364354189214,0.930873798386801
fpca256_4,outer_fold,34,4,0.016598419516554046,0.947472217903355
fpca256_4,outer_fold,35,1,0.6054220716987311,0.6054220716987311
fpca256_4,outer_fold,35,2,0.28555539283091613,0.8909774645296472
fpca256_4,outer_fold,35,3,0.036499616885366265,0.9274770814150135
fpca256_4,outer_fold,35,4,0.018921832441636335,0.9463989138566499
fpca256_4,outer_fold,36,1,0.6456364754729175,0.6456364754729175
fpca256_4,outer_fold,36,2,0.2530844131758745,0.898720888648792
fpca256_4,outer_fold,36,3,0.033597782665497185,0.9323186713142891
fpca256_4,outer_fold,36,4,0.017089462200245382,0.9494081335145346
fpca256_4,outer_fold,37,1,0.608377414000323,0.608377414000323
fpca256_4,outer_fold,37,2,0.28214155006396147,0.8905189640642844
fpca256_4,outer_fold,37,3,0.036505716921917855,0.9270246809862023
fpca256_4,outer_fold,37,4,0.01815310843930744,0.9451777894255097
fpca256_4,outer_fold,38,1,0.6282651286788609,0.6282651286788609
fpca256_4,outer_fold,38,2,0.26059165084507063,0.8888567795239315
fpca256_4,outer_fold,38,3,0.03576161581868035,0.9246183953426118
fpca256_4,outer_fold,38,4,0.018800221481173447,0.9434186168237852
fpca256_4,outer_fold,39,1,0.6491853792290155,0.6491853792290155
fpca256_4,outer_fold,39,2,0.243968202849098,0.8931535820781136
fpca256_4,outer_fold,39,3,0.03560921143631181,0.9287627935144254
fpca256_4,outer_fold,39,4,0.016984848822677173,0.9457476423371025
fpca256_4,outer_fold,40,1,0.6450880069585276,0.6450880069585276
fpca256_4,outer_fold,40,2,0.24792882826593443,0.8930168352244621
fpca256_4,outer_fold,40,3,0.03549488494536588,0.928511720169828
fpca256_4,outer_fold,40,4,0.0177178454911494,0.9462295656609774
fpca256_4,outer_fold,41,1,0.629833973665995,0.629833973665995
fpca256_4,outer_fold,41,2,0.2549428422633983,0.8847768159293934
fpca256_4,outer_fold,41,3,0.038245751133502426,0.9230225670628958
fpca256_4,outer_fold,41,4,0.020005525209530133,0.9430280922724259
fpca256_4,outer_fold,42,1,0.6400978746287354,0.6400978746287354
fpca256_4,outer_fold,42,2,0.2593755727893622,0.8994734474180975
fpca256_4,outer_fold,42,3,0.03319240305512388,0.9326658504732214
fpca256_4,outer_fold,42,4,0.015170471053433313,0.9478363215266546
fpca256_4,outer_fold,43,1,0.6051345932697232,0.6051345932697232
fpca256_4,outer_fold,43,2,0.2860656196361237,0.891200212905847
fpca256_4,outer_fold,43,3,0.03465313985162199,0.9258533527574689
fpca256_4,outer_fold,43,4,0.018674150736696343,0.9445275034941653
fpca256_4,outer_fold,44,1,0.6170027063347431,0.6170027063347431
fpca256_4,outer_fold,44,2,0.27744242692364385,0.8944451332583869
fpca256_4,outer_fold,44,3,0.03572485020869155,0.9301699834670785
fpca256_4,outer_fold,44,4,0.018331836762597368,0.9485018202296759
fpca256_4,outer_fold,45,1,0.6404332434201176,0.6404332434201176
fpca256_4,outer_fold,45,2,0.25249541040772544,0.8929286538278431
fpca256_4,outer_fold,45,3,0.0345359583476428,0.9274646121754859
fpca256_4,outer_fold,45,4,0.017780894558361644,0.9452455067338476
fpca256_4,outer_fold,46,1,0.6457263338908409,0.6457263338908409
fpca256_4,outer_fold,46,2,0.24665934508031412,0.8923856789711551
fpca256_4,outer_fold,46,3,0.03649939409284558,0.9288850730640006
fpca256_4,outer_fold,46,4,0.018111111626210468,0.9469961846902111
fpca256_4,outer_fold,47,1,0.6318205800034331,0.6318205800034331
