contrast,cancer_cases,benign_cases,median_cancer_log_ratio,median_benign_log_ratio,median_difference,mean_cancer_log_ratio,mean_benign_log_ratio,mean_difference,mean_difference_bootstrap_95_low,mean_difference_bootstrap_95_high,diagnosis_label_permutation_p,mann_whitney_u_p
CANCER_minus_BENIGN_log_variability_ratio,53,62,-0.0636533257734353,-0.2093616357167314,0.1457083099432961,0.009362610092736595,-0.2132890577528806,0.22265166784561718,-0.17142849561775425,0.6353078262391743,0.2953704629537046,0.4709138948203845
