lr1_logreg_c,lr2_logreg_c,model_name,evaluation_mode,splits,roc_auc_mean,roc_auc_std,pr_auc_mean,sensitivity_target_mean,sensitivity_target_std,specificity_target_mean,specificity_target_std,balanced_accuracy_target_mean,ppv_target_mean,npv_target_mean,true_positives_mean,true_negatives_mean,false_negatives_mean,false_positives_mean,training_config_path,model_joblib_path
0.1,3.0,M1Q,stratified_kfold,5,0.5860566448801744,0.07641700324192913,0.5685711918505657,0.6933333333333332,0.10832051206181281,0.39346405228758163,0.06154211715729851,0.5433986928104575,0.48888888888888893,0.6165401265401266,10.4,7.0,4.6,10.8,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p1_c2_3.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p1_c2_3.joblib
0.1,3.0,M2Q,stratified_kfold,5,0.645751633986928,0.05455800546952566,0.6251300101583732,0.7466666666666667,0.04988876515698592,0.44901960784313727,0.04521628903641301,0.597843137254902,0.5334205077912172,0.6791774891774891,11.2,8.0,3.8,9.8,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p1_c2_3.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p1_c2_3.joblib
0.3,0.1,M0Q,stratified_kfold,5,0.5900653594771242,0.07661892768406915,0.5547396636747661,0.7866666666666667,0.04988876515698592,0.38235294117647056,0.06620369810248677,0.5845098039215685,0.5185629587803501,0.6771717171717171,11.8,6.8,3.2,11.0,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p1.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p1.joblib
0.3,0.1,M1Q,stratified_kfold,5,0.5941176470588235,0.05736296974145312,0.568108568887992,0.7866666666666666,0.07774602526460404,0.3836601307189542,0.09079087766894295,0.5851633986928104,0.5198541941150637,0.6868831168831169,11.8,6.8,3.2,11.0,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p1.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p1.joblib
0.3,0.1,M2Q,stratified_kfold,5,0.657429193899782,0.05348352696573259,0.6444717779061699,0.8400000000000001,0.09043106644167027,0.3712418300653595,0.03205947312008032,0.6056209150326797,0.5284542124542124,0.750974025974026,12.6,6.6,2.4,11.2,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p1.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p1.joblib
0.3,0.3,M0Q,stratified_kfold,5,0.5856209150326798,0.07532999125234963,0.5513193611236025,0.7866666666666667,0.04988876515698592,0.39346405228758174,0.07909847019172869,0.5900653594771242,0.5237012987012987,0.6808080808080808,11.8,7.0,3.2,10.8,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p3.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p3.joblib
0.3,0.3,M1Q,stratified_kfold,5,0.5918954248366013,0.05624416669513784,0.5713982589987557,0.76,0.10832051206181284,0.40588235294117647,0.08933949607760407,0.5829411764705883,0.5190771581359817,0.6790909090909091,11.4,7.2,3.6,10.6,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p3.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p3.joblib
0.3,0.3,M2Q,stratified_kfold,5,0.6564270152505446,0.05661990399594407,0.6510393131557816,0.8,0.05962847939999443,0.3941176470588236,0.08284426524608816,0.5970588235294119,0.5282857142857142,0.7034632034632035,12.0,7.0,3.0,10.8,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p3.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_0p3.joblib
0.3,1.0,M0Q,stratified_kfold,5,0.5810457516339869,0.08326887449649675,0.5522186724522469,0.8,0.04216370213557842,0.3816993464052288,0.07987238315381766,0.5908496732026144,0.5232872200263505,0.6868686868686869,12.0,6.8,3.0,11.0,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_1.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_1.joblib
0.3,1.0,M1Q,stratified_kfold,5,0.5894117647058824,0.06762179089482064,0.5783282905903631,0.6933333333333334,0.0997775303139718,0.43921568627450974,0.10029219560426558,0.5662745098039215,0.5116718266253869,0.6364835164835165,10.4,7.8,4.6,10.0,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_1.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_1.joblib
0.3,1.0,M2Q,stratified_kfold,5,0.6501089324618736,0.0614219914794599,0.6468896625486528,0.7466666666666666,0.07774602526460403,0.4385620915032679,0.09675410452860896,0.5926143790849674,0.5306636155606407,0.672034632034632,11.2,7.8,3.8,10.0,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_1.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_1.joblib
0.3,3.0,M0Q,stratified_kfold,5,0.579520697167756,0.08331400804014431,0.5521791637433491,0.8,0.04216370213557842,0.37058823529411766,0.0891528184728371,0.5852941176470589,0.5192872200263505,0.6785353535353535,12.0,6.6,3.0,11.2,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_configs/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_3.yaml,/Users/sad/dev/Aramis/examples/outputs/t100_peak_delta_experiment_v0_1/regularization_training/aramis_t100_peak_delta_stratified_5fold_c1_0p3_c2_3.joblib
