one_to_many_biopsy_rows,one_to_many_biopsy_patients,one_to_many_biopsy_specimens,one_to_one_biopsy_rows,one_to_one_biopsy_patients,one_to_one_biopsy_specimens,fusion_target_specimens,fusion_symmetry_available,fusion_age_available,fusion_bmi_available,fusion_thickness_available
493,163,174,631,110,220,174,115,174,0,174
