one_to_many_biopsy_measurements,one_to_many_biopsy_patients,one_to_many_biopsy_specimens,one_to_one_biopsy_measurements,one_to_one_biopsy_patients,one_to_one_biopsy_specimens,one_to_many_patients_with_one_to_one_pair,one_to_many_patients_without_one_to_one_pair,target_specimens_total,target_specimens_with_symmetry,target_specimens_without_symmetry,one_to_one_patients_with_less_than_two_sides
493,163,174,631,110,220,110,53,174,115,59,0
