model_name,split_id,evaluation_mode,roc_auc,pr_auc,brier_score,log_loss,calibration_intercept,calibration_slope,sensitivity_target,specificity_target,balanced_accuracy_target,ppv_target,npv_target,tp_target,tn_target,fp_target,fn_target,train_patients,test_patients,train_target_cases,test_target_cases,train_cancer_target_cases,test_cancer_target_cases,threshold_youden,threshold_target,target_sensitivity,target_reached,selected_lr1_c,selected_lr2_c
aramina_target_breast_risk,10,stratified_kfold,0.713903743315508,0.5885942393090356,0.22760063141868137,0.6441822587314177,0.06527727967518224,0.6157976814890876,0.7647058823529411,0.5454545454545454,0.6550802139037433,0.5652173913043478,0.75,13,12,10,4,142,36,154,39,65,17,0.46207701935811685,0.24701061986930742,0.95,True,0.1,0.3
aramina_target_breast_risk,11,stratified_kfold,0.6240409207161126,0.5906927768865485,0.27984168534425247,0.8102473211185298,-0.27512573511385363,0.23663997463346162,0.7058823529411765,0.4782608695652174,0.592071611253197,0.5,0.6875,12,11,12,5,142,36,153,40,65,17,0.45936650921092514,0.3875257899772626,0.95,True,0.1,0.3
aramina_target_breast_risk,12,stratified_kfold,0.5755208333333334,0.5173198162303653,0.2870701849759555,0.7944468919825691,-0.32664830872291717,0.21999800182077037,0.75,0.3333333333333333,0.5416666666666666,0.42857142857142855,0.6666666666666666,12,8,16,4,142,36,153,40,66,16,0.4655867885424466,0.2566428295297337,0.95,True,0.1,0.3
aramina_target_breast_risk,13,stratified_kfold,0.6136363636363636,0.5390300955243873,0.2738630922384425,0.796060559775916,-0.3596858129561193,0.2539352460254859,0.875,0.22727272727272727,0.5511363636363636,0.45161290322580644,0.7142857142857143,14,5,17,2,143,35,155,38,66,16,0.42694812292977413,0.3025975439851629,0.95,True,0.1,0.3
aramina_target_breast_risk,14,stratified_kfold,0.809375,0.7601765881177646,0.17621345263665297,0.5167092966062959,-0.11278098976834726,1.1713046822579458,1.0,0.4,0.7,0.5714285714285714,1.0,16,8,12,0,143,35,157,36,66,16,0.42543568094378803,0.25978171825491436,0.95,True,0.1,0.3
aramina_target_breast_risk,15,stratified_kfold,0.6417112299465241,0.5879874987441402,0.25040089328940895,0.7251453955091177,-0.21078312254239479,0.3696779042834562,0.7058823529411765,0.5454545454545454,0.625668449197861,0.5454545454545454,0.7058823529411765,12,12,10,5,142,36,154,39,65,17,0.46011519329254746,0.34654335039494216,0.95,True,0.1,0.3
aramina_target_breast_risk,16,stratified_kfold,0.6619318181818181,0.6286676298847351,0.24783966692607878,0.6982134496129301,-0.2711582664098496,0.4339982330457321,0.8125,0.45454545454545453,0.6335227272727273,0.52,0.7692307692307693,13,10,12,3,142,36,155,38,66,16,0.4213047726826217,0.28848565203084753,0.95,True,0.1,0.3
aramina_target_breast_risk,17,stratified_kfold,0.6425339366515836,0.5287255600610622,0.2524327683893687,0.7110389448616709,-0.5518379471903474,0.5210044938978249,0.9411764705882353,0.15384615384615385,0.5475113122171946,0.42105263157894735,0.8,16,4,22,1,142,36,150,43,65,17,0.4633152027223741,0.2704379043064108,0.95,True,0.1,0.3
aramina_target_breast_risk,18,stratified_kfold,0.7976190476190477,0.7926320569554463,0.18183737852984067,0.5299283175333329,0.3097219226057623,0.9111296200489137,0.8125,0.5714285714285714,0.6919642857142857,0.5909090909090909,0.8,13,12,9,3,143,35,156,37,66,16,0.4999515723396329,0.2206049975960924,0.95,True,0.1,0.3
aramina_target_breast_risk,19,stratified_kfold,0.671875,0.6435227727881517,0.24885455505115608,0.730368644171117,-0.24034719388701437,0.38656206853268865,0.875,0.45,0.6625,0.56,0.8181818181818182,14,9,11,2,143,35,157,36,66,16,0.45700199671818487,0.33328851332525394,0.95,True,0.1,0.3
aramina_target_breast_risk,20,stratified_kfold,0.571078431372549,0.4632611616083646,0.2843389033380118,0.8189864916545374,-0.3731869767569515,0.16047162610345583,0.8823529411764706,0.375,0.6286764705882353,0.5,0.8181818181818182,15,9,15,2,142,36,152,41,65,17,0.4375262954844316,0.31162097935926797,0.95,True,0.1,0.3
aramina_target_breast_risk,21,stratified_kfold,0.7926136363636364,0.7041206270187501,0.2002462172195761,0.5914178156619371,-0.4084676287464319,0.9521480879987286,0.9375,0.22727272727272727,0.5823863636363636,0.46875,0.8333333333333334,15,5,17,1,142,36,155,38,66,16,0.4733225866127352,0.2913021858663934,0.95,True,0.1,0.3
aramina_target_breast_risk,22,stratified_kfold,0.6614583333333333,0.6348482093458495,0.2294433806126745,0.6597011769490306,-0.17013130997765447,0.5063739117339515,0.625,0.5,0.5625,0.45454545454545453,0.6666666666666666,10,12,12,6,142,36,153,40,66,16,0.39837728835504854,0.33894839428226825,0.95,True,0.1,0.3
aramina_target_breast_risk,23,stratified_kfold,0.6041666666666667,0.627263173538549,0.26562488145108953,0.7551406368248824,-0.21091042095378557,0.30946132740324417,0.75,0.2857142857142857,0.5178571428571428,0.4444444444444444,0.6,12,6,15,4,143,35,156,37,66,16,0.5106308726253168,0.2645018721885322,0.95,True,0.1,0.3
aramina_target_breast_risk,24,stratified_kfold,0.7147058823529412,0.5974820210030614,0.2269205001301931,0.6648103393963046,-0.08888634085978872,0.5003270233233545,0.9411764705882353,0.4,0.6705882352941177,0.5714285714285714,0.8888888888888888,16,8,12,1,143,35,156,37,65,17,0.43425349193904533,0.27131842853338123,0.95,True,0.1,0.3
aramina_target_breast_risk,25,stratified_kfold,0.679144385026738,0.6451656817348107,0.24447364871608918,0.7002353048683966,0.23024924052585122,0.5294469853180244,0.5882352941176471,0.5454545454545454,0.5668449197860963,0.5,0.631578947368421,10,12,10,7,142,36,154,39,65,17,0.47046396907631743,0.27879652565614493,0.95,True,0.1,0.3
aramina_target_breast_risk,26,stratified_kfold,0.8068181818181818,0.7243216335139123,0.1852064527116367,0.5562923453194343,-0.6408782670311397,1.0109018453258694,1.0,0.36363636363636365,0.6818181818181819,0.5333333333333333,1.0,16,8,14,0,142,36,155,38,66,16,0.6026251137485245,0.25106973586789466,0.95,True,0.1,0.3
aramina_target_breast_risk,27,stratified_kfold,0.5375,0.49289984439711665,0.2761559923754207,0.7797966107659302,-0.4356333028289398,0.1901871204350231,0.875,0.2,0.5375,0.4117647058823529,0.7142857142857143,14,5,20,2,142,36,152,41,66,16,0.4737260634356767,0.24830060890119618,0.95,True,0.1,0.3
aramina_target_breast_risk,28,stratified_kfold,0.5508021390374331,0.49426820813301,0.3111935303732821,0.8999171694530684,-0.21895343280881363,0.12420913725296075,0.7058823529411765,0.45454545454545453,0.5802139037433155,0.5,0.6666666666666666,12,10,12,5,143,35,154,39,65,17,0.3465633290758919,0.3465633290758919,0.95,True,0.1,0.3
aramina_target_breast_risk,29,stratified_kfold,0.540625,0.562447900750469,0.3022437927023851,0.8428186296079683,-0.21167172791539862,0.12403593046517572,0.6875,0.25,0.46875,0.4230769230769231,0.5,11,5,15,5,143,35,157,36,66,16,0.4983942277012021,0.2810490329420566,0.95,True,0.1,0.3
aramina_target_breast_risk,30,stratified_kfold,0.6874999999999999,0.6903336808208131,0.22525364853315546,0.6473330828205509,-0.14694595800339097,0.5658729206956951,0.8125,0.2727272727272727,0.5426136363636364,0.4482758620689655,0.6666666666666666,13,6,16,3,142,36,155,38,66,16,0.45279876630929455,0.2473113249162599,0.95,True,0.1,0.3
