contrast,cancer_cases,benign_cases,median_cancer_log_ratio,median_benign_log_ratio,median_difference,mean_cancer_log_ratio,mean_benign_log_ratio,mean_difference,mean_difference_bootstrap_95_low,mean_difference_bootstrap_95_high,diagnosis_label_permutation_p,mann_whitney_u_p
CANCER_minus_BENIGN_log_variability_ratio,60,70,-0.0761269663523235,-0.2093616357167314,0.1332346693644079,0.016265785191414854,-0.19962431754558135,0.21589010273699621,-0.16600297028104147,0.5983779526481553,0.28017198280171984,0.46200595316239323
