model_name,ablation,split_id,threshold_provenance,threshold_sample_count,threshold_cancer_cases,threshold_benign_cases,test_patients,test_target_cases,test_cancer_cases,test_benign_cases,lr1_c,current_lr2_c,threshold_youden,threshold_target,target_sensitivity,target_reached,roc_auc,pr_auc,sensitivity,specificity,balanced_accuracy,ppv,npv,brier_score,log_loss,calibration_intercept,calibration_slope,true_positives,true_negatives,false_positives,false_negatives,profile_c,age_c,symmetry_c
recalibrated_joint_additive,profile_symmetry,1,outer_train_full_chain_lr1_oof_meta_oof_scores,140,61,79,33,35,15,20,0.1,,0.4381719143298431,0.3338298941376663,0.95,True,0.65,0.5960191104877013,1.0,0.0,0.5,0.42857142857142855,,0.23675566682056953,0.666178911120467,0.9376942784471618,5.1175820520489745,15,0,20,0,3.0,0.1,0.001
recalibrated_joint_additive,profile_age_symmetry,1,outer_train_full_chain_lr1_oof_meta_oof_scores,140,61,79,33,35,15,20,0.1,,0.38047168498957207,0.24160617226414358,0.95,True,0.7466666666666667,0.6237124860950409,1.0,0.2,0.6,0.4838709677419355,1.0,0.20500995901698588,0.5995098741106466,-0.30328260615064373,1.154807960553227,15,4,16,0,3.0,3.0,0.001
current_product_exact_legacy,current_product_exact_legacy,2,legacy_outer_train_fitted_lr1_fitted_lr2_scores,139,61,78,33,36,15,21,0.1,0.3,0.6046164651508869,0.24632973701034613,0.95,True,0.6571428571428571,0.5878373871542751,0.8666666666666667,0.23809523809523808,0.5523809523809524,0.4482758620689655,0.7142857142857143,0.2473030242676062,0.6941845745361157,-0.2568698702822292,0.42518649809434206,13,5,16,2,,,
current_architecture_oof_retrained,current_architecture_oof_retrained,2,outer_train_full_chain_lr1_oof_current_lr2_oof_scores,139,61,78,33,36,15,21,0.1,0.3,0.5168030606038103,0.31808010542546433,0.95,True,0.6888888888888889,0.5860319395693155,0.8666666666666667,0.38095238095238093,0.6238095238095238,0.5,0.8,0.22450103352121806,0.6359913994052371,-0.20678001914660965,0.8309738416979223,13,8,13,2,,,
recalibrated_joint_additive,calibrated_profile,2,outer_train_full_chain_lr1_oof_meta_oof_scores,139,61,78,33,36,15,21,0.1,,0.41411685092064265,0.30866804396443065,0.95,True,0.5904761904761905,0.48034465099170975,1.0,0.09523809523809523,0.5476190476190477,0.4411764705882353,1.0,0.23912151595308284,0.670036258662223,-0.12936733116625185,0.8623573849606668,15,2,19,0,0.1,0.1,0.1
recalibrated_joint_additive,profile_age,2,outer_train_full_chain_lr1_oof_meta_oof_scores,139,61,78,33,36,15,21,0.1,,0.37148599912442765,0.27190046583385735,0.95,True,0.6888888888888889,0.5950614009234698,0.9333333333333333,0.23809523809523808,0.5857142857142857,0.4666666666666667,0.8333333333333334,0.22856945285559738,0.6437893934568604,0.041718390287595476,0.8222108776552951,14,5,16,1,3.0,0.3,0.1
recalibrated_joint_additive,profile_symmetry,2,outer_train_full_chain_lr1_oof_meta_oof_scores,139,61,78,33,36,15,21,0.1,,0.34381053808891154,0.30917184779492457,0.95,True,0.5777777777777777,0.4749932406753626,1.0,0.09523809523809523,0.5476190476190477,0.4411764705882353,1.0,0.23936389695812185,0.670576919285628,-0.13467637737370533,0.8393945470116536,15,2,19,0,0.1,0.1,0.001
recalibrated_joint_additive,profile_age_symmetry,2,outer_train_full_chain_lr1_oof_meta_oof_scores,139,61,78,33,36,15,21,0.1,,0.3687825147130956,0.2546895066822923,0.95,True,0.6825396825396826,0.5915591409868903,0.9333333333333333,0.23809523809523808,0.5857142857142857,0.4666666666666667,0.8333333333333334,0.23007501138870934,0.6464107611564085,0.0257009342903198,0.7517206639286479,14,5,16,1,3.0,1.0,0.001
current_product_exact_legacy,current_product_exact_legacy,3,legacy_outer_train_fitted_lr1_fitted_lr2_scores,140,60,80,33,35,16,19,0.1,0.3,0.43162205805022325,0.24922374277576423,0.95,True,0.6480263157894737,0.6430948118858071,0.9375,0.21052631578947367,0.5740131578947368,0.5,0.8,0.260845828727254,0.7304223104873564,-0.21166755704660853,0.3820345309955918,15,4,15,1,,,
current_architecture_oof_retrained,current_architecture_oof_retrained,3,outer_train_full_chain_lr1_oof_current_lr2_oof_scores,140,60,80,33,35,16,19,0.1,0.3,0.4395583835064138,0.2466404529831298,0.95,True,0.6907894736842106,0.6415891467736433,1.0,0.15789473684210525,0.5789473684210527,0.5,1.0,0.21699242023024243,0.6191749606905358,-0.18833809775013233,1.23001596497212,16,3,16,0,,,
