split_id,model_name,ablation,delta_roc_auc,delta_pr_auc,delta_brier_score,delta_log_loss,delta_sensitivity,delta_specificity,delta_balanced_accuracy
7,recalibrated_joint_additive,profile_symmetry,-0.033333333333333326,-0.05523121784244789,0.03346960515147365,0.0791128121818474,0.1333333333333333,-0.2,-0.033333333333333326
8,recalibrated_joint_additive,profile_symmetry,-0.039999999999999925,-0.04339447408074859,-0.024459700832787562,-0.06414479044359456,0.1333333333333333,-0.2,-0.033333333333333326
9,recalibrated_joint_additive,profile_symmetry,-0.062962962962963,-0.08778701004485912,-0.013821231563180714,-0.061119395229378926,0.4666666666666667,-0.44444444444444453,0.011111111111111183
10,recalibrated_joint_additive,profile_symmetry,-0.006349206349206327,-0.03337587351893756,-0.012719487918801065,-0.035968239899945575,0.1333333333333333,-0.047619047619047616,0.042857142857142816
11,recalibrated_joint_additive,profile_symmetry,-0.07619047619047614,-0.030549316757569278,-0.010827598777540415,-0.05169925986649271,0.20000000000000007,-0.19047619047619047,0.004761904761904856
12,recalibrated_joint_additive,profile_symmetry,-0.04934210526315774,-0.09373286004535109,0.012209183616523511,0.009564183352693267,0.1875,-0.3157894736842105,-0.06414473684210531
13,recalibrated_joint_additive,profile_symmetry,-0.06999999999999995,-0.08259257865261149,-0.012248793275683095,-0.0371676091681733,0.06666666666666665,-0.2,-0.06666666666666676
14,recalibrated_joint_additive,profile_symmetry,-0.05555555555555558,-0.08255915095159949,0.006163014310736348,0.010143815147645174,0.06666666666666665,-0.2222222222222222,-0.07777777777777772
15,recalibrated_joint_additive,profile_symmetry,-0.09999999999999998,-0.06101892394384656,-0.011648575322475208,-0.05143611706063911,0.1333333333333333,-0.3,-0.08333333333333337
16,recalibrated_joint_additive,profile_symmetry,-0.27333333333333326,-0.23996229346879344,0.03039344020051643,0.039854353528399056,0.19999999999999996,-0.55,-0.17500000000000004
17,recalibrated_joint_additive,profile_symmetry,-0.05263157894736836,-0.1043026444782218,-0.04622813261262351,-0.1232160378934043,0.25,-0.15789473684210525,0.046052631578947345
18,recalibrated_joint_additive,profile_symmetry,-0.043333333333333335,-0.11198971445911043,0.0012420922822803937,0.011943823928375896,0.0,0.0,0.0
19,recalibrated_joint_additive,profile_symmetry,-0.033333333333333326,-0.06856494325534579,-0.021444102400137638,-0.0804864003428758,0.06666666666666676,-0.35,-0.14166666666666666
20,recalibrated_joint_additive,profile_symmetry,-0.11578947368421055,-0.05350572404731169,0.05144615487024273,0.1728430868190015,-0.06666666666666676,-0.3157894736842105,-0.19122807017543864
21,recalibrated_joint_additive,profile_symmetry,-0.04444444444444451,-0.05579024535175825,0.0032585882874349714,-0.015925361949092665,0.13333333333333341,-0.23809523809523808,-0.052380952380952306
22,recalibrated_joint_additive,profile_symmetry,-0.07986111111111116,-0.07752085483421656,-0.007624510965425602,-0.047489898290650756,0.125,-0.5,-0.1875
23,recalibrated_joint_additive,profile_symmetry,-0.036666666666666625,-0.09791532169405726,-0.0033106853436240258,-0.003823398638562958,0.19999999999999996,-0.35,-0.07499999999999996
24,recalibrated_joint_additive,profile_symmetry,-0.053968253968254,-0.02886416804999764,-0.012366325224488967,-0.026802818635109915,0.06666666666666665,-0.23809523809523808,-0.08571428571428574
25,recalibrated_joint_additive,profile_symmetry,-0.029629629629629672,-0.09816228733505228,0.016787781604154117,0.03418283076354445,0.06666666666666665,-0.38888888888888895,-0.1611111111111111
26,recalibrated_joint_additive,profile_symmetry,-0.051515151515151514,-0.07339386303449358,-0.029965490881074114,-0.08221642562018205,0.06666666666666665,-0.09090909090909088,-0.0121212121212122
27,recalibrated_joint_additive,profile_symmetry,1.1102230246251565e-16,0.06287493419425783,0.009237378163547055,0.01929085072058412,0.125,-0.2857142857142857,-0.0803571428571428
28,recalibrated_joint_additive,profile_symmetry,-0.06666666666666665,-0.09588591871673868,0.002425678452901592,-0.0026092036673542873,0.1333333333333333,-0.2777777777777778,-0.07222222222222219
29,recalibrated_joint_additive,profile_symmetry,-0.09666666666666673,-0.06302572136575435,-0.02983727010205922,-0.11266148684461363,0.33333333333333337,-0.4,-0.033333333333333326
30,recalibrated_joint_additive,profile_symmetry,-0.08666666666666656,-0.09561774232732156,0.0035928745447911525,-0.033181276645937174,0.1333333333333333,-0.35,-0.10833333333333339
31,recalibrated_joint_additive,profile_symmetry,-0.07000000000000006,-0.13932958854011485,-0.030118666468561567,-0.07710489886930727,0.2666666666666667,-0.2,0.033333333333333326
32,recalibrated_joint_additive,profile_symmetry,-0.0454545454545453,-0.043325561119221145,-0.023538185195065786,-0.05730185723633463,0.20000000000000007,-0.18181818181818185,0.00909090909090915
33,recalibrated_joint_additive,profile_symmetry,-0.10175438596491226,-0.020417222684486203,0.05073392449963268,0.111858148278142,0.06666666666666665,-0.42105263157894735,-0.17719298245614046
34,recalibrated_joint_additive,profile_symmetry,-0.04166666666666663,-0.03437856777566445,-0.004428137629668261,-0.028190117533393844,0.0625,-0.1111111111111111,-0.02430555555555558
35,recalibrated_joint_additive,profile_symmetry,-0.09687499999999993,-0.08572235145381718,-0.04401579504474423,-0.1286109898062604,0.125,-0.1,0.012500000000000067
36,recalibrated_joint_additive,profile_symmetry,-0.030303030303030387,0.001952906295023038,-0.01914295566245261,-0.06751344665402725,0.06666666666666665,-0.3181818181818182,-0.12575757575757573
37,recalibrated_joint_additive,profile_symmetry,-0.08333333333333337,-0.05127486156948391,0.027191731148883597,0.04252773294787271,0.2666666666666667,-0.5,-0.1166666666666667
38,recalibrated_joint_additive,profile_symmetry,-0.05555555555555558,-0.03175853056837474,-0.03756425931745505,-0.11309380745405606,0.1333333333333333,-0.16666666666666669,-0.01666666666666672
39,recalibrated_joint_additive,profile_symmetry,-0.03508771929824561,-0.15053545112965394,-0.011097922408097372,-0.06178544998780067,0.1333333333333333,-0.2631578947368421,-0.06491228070175437
40,recalibrated_joint_additive,profile_symmetry,-0.04761904761904756,-0.04353979200166658,0.017985134071344472,0.03432310500365654,0.0,-0.19047619047619047,-0.09523809523809512
41,recalibrated_joint_additive,profile_symmetry,-0.04761904761904767,-0.08513705102946584,-0.02172873688186061,-0.07144802378128501,0.06666666666666665,-0.23809523809523808,-0.08571428571428574
42,recalibrated_joint_additive,profile_symmetry,-0.038596491228070184,-0.05563222973389215,0.02807708415671012,0.0567070210642332,0.2666666666666667,-0.6842105263157895,-0.2087719298245614
43,recalibrated_joint_additive,profile_symmetry,-0.09122807017543877,-0.0986129484550537,0.011929137836655501,-0.05205856510880269,0.0,-0.15789473684210525,-0.0789473684210526
44,recalibrated_joint_additive,profile_symmetry,0.009868421052631526,-0.016680138920965648,-0.07252924949406742,-0.21952998382444477,0.3125,-0.3157894736842105,-0.00164473684210531
45,recalibrated_joint_additive,profile_symmetry,-0.03492063492063502,-0.09837936573230693,0.007891921918913747,-0.006555167852306254,-0.06666666666666676,-0.09523809523809523,-0.08095238095238105
46,recalibrated_joint_additive,profile_symmetry,-0.06666666666666665,-0.03322882233354707,-0.029144406202706197,-0.09389841453801007,0.06666666666666665,-0.4,-0.16666666666666674
47,recalibrated_joint_additive,profile_symmetry,-0.07894736842105265,-0.12217303380609834,-0.006017974726609504,-0.025996013094008674,0.375,-0.4736842105263158,-0.049342105263157965
48,recalibrated_joint_additive,profile_symmetry,-0.024561403508771895,-0.006390961370332682,-0.03710072996741701,-0.12491142928048071,0.33333333333333337,-0.42105263157894735,-0.04385964912280693
49,recalibrated_joint_additive,profile_symmetry,-0.053333333333333455,-0.15271188753886877,-0.03048018664472324,-0.10070476117563187,0.06666666666666665,-0.2,-0.06666666666666665
0,recalibrated_joint_additive,profile_age_symmetry,0.007407407407407418,0.011316646316646306,-0.026313872363526947,-0.10575641784449785,0.13333333333333341,-0.33333333333333337,-0.09999999999999998
1,recalibrated_joint_additive,profile_age_symmetry,0.023333333333333317,-0.03814726219424025,-0.023443726309646945,-0.05847285380221745,0.1333333333333333,-0.3,-0.08333333333333337
2,recalibrated_joint_additive,profile_age_symmetry,0.025396825396825418,0.0037217538326151933,-0.01722801287889686,-0.04777381337970721,0.06666666666666665,0.0,0.033333333333333326
3,recalibrated_joint_additive,profile_age_symmetry,0.023026315789473673,0.011455324990329085,-0.03834982288168162,-0.0998181225089424,0.0625,-0.05263157894736842,0.004934210526315819
4,recalibrated_joint_additive,profile_age_symmetry,0.050793650793650724,0.08785594067773067,-0.05555513822511693,-0.15831570109409787,0.20000000000000007,-0.28571428571428575,-0.042857142857142816
5,recalibrated_joint_additive,profile_age_symmetry,0.14848484848484844,0.15195373889001335,-0.08342533743945499,-0.24033760584832686,0.1333333333333333,-0.13636363636363635,-0.0015151515151514694
6,recalibrated_joint_additive,profile_age_symmetry,0.023026315789473673,0.03389180317876139,-0.030455002400089998,-0.08742688699676127,0.0,-0.05263157894736842,-0.02631578947368418
7,recalibrated_joint_additive,profile_age_symmetry,-0.036666666666666625,-0.08462982468223113,0.024588697061511705,0.05670651629511381,0.1333333333333333,-0.2,-0.033333333333333326
8,recalibrated_joint_additive,profile_age_symmetry,0.026666666666666727,-0.02038751884646428,-0.026472011243780236,-0.07191767755093459,0.1333333333333333,-0.15000000000000002,-0.008333333333333304
9,recalibrated_joint_additive,profile_age_symmetry,0.03333333333333344,0.04723153472489072,-0.029886313546810456,-0.08098139197861143,0.19999999999999996,-0.5555555555555556,-0.17777777777777776
10,recalibrated_joint_additive,profile_age_symmetry,-0.01904761904761909,0.028775835338653688,-0.023417876914286984,-0.05935519019935254,0.1333333333333333,-0.047619047619047616,0.042857142857142816
11,recalibrated_joint_additive,profile_age_symmetry,0.022222222222222254,0.010558146892733156,-0.034650527221322724,-0.10763650694752969,0.2666666666666667,-0.14285714285714285,0.06190476190476202
12,recalibrated_joint_additive,profile_age_symmetry,0.1184210526315791,0.11566721357601828,-0.03946673283318164,-0.10631559949991976,0.1875,-0.10526315789473684,0.04111842105263164
13,recalibrated_joint_additive,profile_age_symmetry,0.05666666666666664,0.023119200451512945,-0.031107746519298457,-0.07536228695848546,0.06666666666666665,-0.050000000000000044,0.008333333333333304
14,recalibrated_joint_additive,profile_age_symmetry,-0.014814814814814836,0.02413545777338877,0.002550589993347424,0.007398818209913727,0.0,-0.1111111111111111,-0.05555555555555558
15,recalibrated_joint_additive,profile_age_symmetry,0.10666666666666658,0.13710900588919167,-0.04852130254521336,-0.13026517216362754,0.19999999999999996,-0.25,-0.025000000000000022
16,recalibrated_joint_additive,profile_age_symmetry,-0.21333333333333326,-0.18138417475419377,0.04501417783546907,0.07993877184280307,-0.06666666666666676,-0.35000000000000003,-0.20833333333333337
17,recalibrated_joint_additive,profile_age_symmetry,0.026315789473684292,-0.07509677175010576,-0.05662277204708058,-0.1456418787943582,0.1875,-0.05263157894736842,0.06743421052631571
18,recalibrated_joint_additive,profile_age_symmetry,0.1333333333333333,0.11825777493969714,-0.037960713850007016,-0.07529129505653698,0.0,-0.04999999999999999,-0.025000000000000022
19,recalibrated_joint_additive,profile_age_symmetry,0.06666666666666665,0.023985980643301152,-0.05000510396670213,-0.14368228719225473,0.20000000000000007,-0.35,-0.07499999999999996
20,recalibrated_joint_additive,profile_age_symmetry,-0.14035087719298245,-0.1616672046415879,0.04298073194790797,0.07689147565838916,-0.06666666666666676,-0.15789473684210525,-0.11228070175438598
21,recalibrated_joint_additive,profile_age_symmetry,0.07301587301587298,0.1426724166434783,-0.032569421100364065,-0.09730398580412258,0.20000000000000007,-0.19047619047619047,0.004761904761904856
22,recalibrated_joint_additive,profile_age_symmetry,0.08680555555555558,0.19561711840325424,-0.042708451403129094,-0.11296363255821917,-0.0625,-0.05555555555555558,-0.05902777777777779
23,recalibrated_joint_additive,profile_age_symmetry,-0.04999999999999993,-0.11471206127153222,-0.0009382964947250716,-0.0009629065491676414,0.19999999999999996,-0.19999999999999998,0.0
24,recalibrated_joint_additive,profile_age_symmetry,0.11111111111111105,0.13056585054273984,-0.04004218054637518,-0.08876878713353054,0.06666666666666665,-0.19047619047619047,-0.06190476190476191
25,recalibrated_joint_additive,profile_age_symmetry,0.0037037037037037646,0.0048367506639857005,0.003262569703932211,0.013033094129124567,0.06666666666666665,-0.38888888888888895,-0.1611111111111111
26,recalibrated_joint_additive,profile_age_symmetry,-0.018181818181818077,-0.0639022060687412,-0.02642393269686885,-0.07602684211888588,0.1333333333333333,-0.18181818181818182,-0.024242424242424288
27,recalibrated_joint_additive,profile_age_symmetry,-0.0892857142857143,-0.1191906025147369,0.033186222936325865,0.07244348295284686,0.0,-0.09523809523809523,-0.04761904761904767
28,recalibrated_joint_additive,profile_age_symmetry,-0.13703703703703707,-0.145127401676597,0.028806093810579136,0.04897508554605945,0.06666666666666665,-0.05555555555555558,0.005555555555555536
29,recalibrated_joint_additive,profile_age_symmetry,0.16333333333333322,0.19679235917993032,-0.09757954568718924,-0.25903559656381636,0.20000000000000007,-0.2,0.0
30,recalibrated_joint_additive,profile_age_symmetry,0.08000000000000007,0.08860858464748411,-0.032913970473670034,-0.10404177152911154,0.06666666666666665,-0.3,-0.1166666666666667
31,recalibrated_joint_additive,profile_age_symmetry,0.10333333333333339,0.06017516475371376,-0.06473171924938417,-0.15344267706251835,0.2666666666666667,-0.1,0.08333333333333337
32,recalibrated_joint_additive,profile_age_symmetry,0.09090909090909105,0.04270198486629584,-0.05562871916137113,-0.1290208695515067,0.20000000000000007,0.0,0.10000000000000009
33,recalibrated_joint_additive,profile_age_symmetry,-0.05263157894736836,0.08694646251282401,0.026183064720007587,0.05331822206180481,0.06666666666666665,-0.21052631578947367,-0.07192982456140351
34,recalibrated_joint_additive,profile_age_symmetry,0.02083333333333326,0.04064730974425795,-0.01761989001702241,-0.04062750599190179,0.0,-0.05555555555555555,-0.02777777777777779
35,recalibrated_joint_additive,profile_age_symmetry,0.028125000000000067,-0.018191880461911114,-0.03853030787807382,-0.09108185391731694,0.125,-0.05000000000000002,0.03749999999999998
36,recalibrated_joint_additive,profile_age_symmetry,0.09696969696969682,0.14356805922358518,-0.05277966711725812,-0.14432896699299003,0.06666666666666665,-0.13636363636363638,-0.034848484848484795
37,recalibrated_joint_additive,profile_age_symmetry,-0.040000000000000036,-0.11120992181694678,0.0075691072719319685,-0.0029346014982430946,0.33333333333333337,-0.5,-0.08333333333333337
38,recalibrated_joint_additive,profile_age_symmetry,0.1074074074074074,0.08774236244577394,-0.07229659723355189,-0.19477318166379964,0.19999999999999996,-0.16666666666666669,0.01666666666666672
39,recalibrated_joint_additive,profile_age_symmetry,-0.010526315789473828,-0.02916101589301423,-0.01611187627817473,-0.06791886894458177,0.06666666666666665,-0.05263157894736842,0.007017543859649145
40,recalibrated_joint_additive,profile_age_symmetry,-0.04761904761904756,0.01885689856092798,0.006139151662410414,0.00837044219320493,0.1333333333333333,-0.2857142857142857,-0.07619047619047614
41,recalibrated_joint_additive,profile_age_symmetry,0.0031746031746031633,-0.0319091573143232,-0.012762515085796705,-0.04377747624205175,0.0,0.0,0.0
42,recalibrated_joint_additive,profile_age_symmetry,0.05263157894736836,-0.018624928085712478,0.0038501169846509586,-0.0020788408118274093,0.2666666666666667,-0.368421052631579,-0.050877192982456076
43,recalibrated_joint_additive,profile_age_symmetry,0.014035087719298178,0.035732365100786145,-0.02325300949450748,-0.16594633324251729,0.0,-0.10526315789473684,-0.05263157894736836
44,recalibrated_joint_additive,profile_age_symmetry,0.1282894736842105,0.1867479988007461,-0.09959566090914229,-0.27306935150826783,0.3125,-0.3157894736842105,-0.00164473684210531
45,recalibrated_joint_additive,profile_age_symmetry,0.05396825396825389,0.10612041683473816,-0.03176833618975011,-0.0873198391832456,0.0,-0.09523809523809523,-0.04761904761904767
46,recalibrated_joint_additive,profile_age_symmetry,0.16666666666666663,0.19721952642413004,-0.07054154244040403,-0.1807000914573459,0.06666666666666665,-0.30000000000000004,-0.1166666666666667
47,recalibrated_joint_additive,profile_age_symmetry,0.1282894736842105,0.07407951470747964,-0.052405881029606444,-0.12637684591921616,0.25,-0.21052631578947373,0.019736842105263164
48,recalibrated_joint_additive,profile_age_symmetry,-0.007017543859649145,0.00024399604229707883,-0.03768847557571525,-0.1334183209056654,0.33333333333333337,-0.2631578947368421,0.03508771929824572
49,recalibrated_joint_additive,profile_age_symmetry,0.013333333333333197,-0.10722980040611085,-0.04093413294881282,-0.11223279683424614,0.06666666666666665,-0.15000000000000002,-0.04166666666666663
