cohort,patients,median_numerator_variability,median_denominator_variability,median_per_breast_variability,median_ratio,geometric_mean_ratio,geometric_mean_ratio_bootstrap_95_low,geometric_mean_ratio_bootstrap_95_high,numerator_more_variable_fraction
NO_BIOPSY,31,0.029647420824576276,0.025693403786155467,0.026833785561526335,1.0023431110948684,1.0331539289291158,0.7245039996769184,1.4482834056323652,0.5161290322580645
