cohort,patients,median_numerator_variability,median_denominator_variability,median_per_breast_variability,median_ratio,geometric_mean_ratio,geometric_mean_ratio_bootstrap_95_low,geometric_mean_ratio_bootstrap_95_high,numerator_more_variable_fraction
BIOPSY_BENIGN,72,0.02196442204704424,0.02767320178826676,0.022865724052566535,0.8113461130875242,0.8077285964096114,0.6216534247268938,1.0527298605402582,0.4305555555555556
BIOPSY_CANCER,62,0.02702852672944744,0.022423667449863734,0.02472758710464648,0.964628347882204,1.0151627851158298,0.7882347256336099,1.3027258098371046,0.4838709677419355
BIOPSY_UNRESOLVED,1,0.009763840419527003,0.022029289159445308,0.014665962767866527,0.4432208569626392,0.4432208569626392,0.4432208569626392,0.4432208569626392,0.0
BILATERAL_BIOPSY,11,0.018509169179941328,0.023347471108853216,0.017297718680712497,1.0672629979663746,0.943934171385562,0.6047993957131955,1.423593544854028,0.5454545454545454
